Actividades.id,Actividades.nombre,Actividades.tipo,Actividades.prioridad,Actividades.idSeccion,Actividades.fechaListo,Actividades.idAct
192,Divisibilidad por 7,notas,6,24,2018-07-10 13:04:02,58
193,Identifica múltiplos de 7,ejercicio,7,24,2018-07-10 13:20:31,135
822,Ejemplo de producto de binomios,video,4,118,2018-07-24 06:33:29,45
212,Identifica fracciones equivalentes,ejercicio,4,56,2018-07-11 05:20:27,142
213,Simplificación de fracciones,notas,5,56,2018-07-11 05:31:46,67
26,Definición,notas,1,3,2018-06-13 08:17:13,4
867,Evalúa una función,ejercicio,2,122,2018-07-24 18:28:17,527
821,Producto de binomios,ejercicio,5,118,2018-07-24 06:20:01,491
820,Ejemplo producto de binomios con término común,video,6,118,2018-07-24 06:16:39,44
1153,Evalúa la superficie de un prisma,ejercicio,10,153,2018-08-01 05:47:16,739
214,Suma y resta de fracciones,video,8,56,2018-07-11 10:54:55,25
1160,Valor de un ángulo II,ejercicio,4,152,2018-08-01 10:29:57,729
1151,Superficie de un prisma,notas,9,153,2018-08-01 05:46:30,349
61,Ubica el Poste de Luz,ejercicio,10,9,2018-06-22 12:00:45,80
887,Inversa de una función lineal,ejercicio,3,125,2018-07-25 04:18:37,536
67,Introducción,notas,1,15,2018-06-24 12:27:09,27
889,Evalúa pendiente,ejercicio,4,125,2018-07-25 04:27:13,538
237,Evalúa radical,ejercicio,6,59,2018-07-11 17:08:54,158
62,Definición Rectas Paralelas,notas,1,14,2018-06-19 21:18:04,26
29,Rectas Paralelas,ejercicio,8,14,2018-06-21 20:13:49,41
33,Paralela dado un Corte con un Eje,ejercicio,10,14,2018-06-24 10:53:11,47
55,Ecuación dados Dos Puntos,notas,1,10,2018-06-17 12:24:33,23
34,Ángulos,notas,2,11,2018-06-14 22:29:34,12
28,Medida de un ángulo en radianes,notas,4,11,2018-06-29 10:21:32,20
14,Área de un Lote,ejercicio,10,10,2018-06-23 23:10:07,46
69,Encuentra el Centro y el Radio,ejercicio,5,17,2018-06-24 16:21:53,44
63,Punto de Corte,ejercicio,12,10,2018-06-20 08:47:12,34
57,División dada una Razón,notas,1,9,2018-06-18 20:23:14,16
21,El Plano Cartesiano,notas,1,8,2018-06-18 12:11:04,9
70,Circunferencia dados Centro y Radio,ejercicio,7,17,2018-06-24 16:35:53,56
59,Punto dada una Razón,ejercicio,5,9,2018-06-19 21:48:56,78
60,Razón dado un Punto,ejercicio,7,9,2018-06-23 20:15:43,79
71,Circunferencia dados Centro y Punto,ejercicio,9,17,2018-06-24 16:22:08,57
51,Construcción animada de la gráfica de Coseno,video,2,4,2018-06-20 22:12:25,14
74,Encuentra Centro y Radio dada Ecuación,ejercicio,5,18,2018-06-24 17:02:35,10
25,Vértices de un Triángulo,ejercicio,12,9,2018-06-23 21:12:15,63
31,Funciones trigonométricas,notas,1,5,2018-06-20 19:33:30,13
53,Ecuaciones Trigonométricas,notas,1,13,2018-06-24 11:26:23,25
890,Interés simple 1,ejercicio,5,125,2018-07-25 04:32:52,539
11,Recta dados Dos Puntos,ejercicio,6,10,2018-06-23 23:11:20,71
238,Simplifica radicales,ejercicio,8,59,2018-07-11 17:32:58,159
75,Circunferencia dados Tres Puntos,ejercicio,7,18,2018-06-24 17:02:42,14
68,Recta Tangente en un Punto,ejercicio,13,18,2018-06-24 17:02:47,7
13,Evalúa Puntos,ejercicio,8,10,2018-06-23 23:10:29,45
239,Simplifcación de radicales,notas,7,59,2018-07-11 17:35:14,74
6,Recta dado Punto de Corte,ejercicio,14,10,2018-06-20 14:58:59,36
12,Identidades trigonométricas,notas,1,12,2018-06-24 09:59:09,17
241,Diferencia negativa,notas,1,66,2018-07-11 17:59:12,75
72,Circunferencia dado un Diámetro,ejercicio,11,17,2018-06-24 16:22:17,58
73,Circunferencias Tangentes a los Ejes,ejercicio,13,17,2018-06-24 16:22:26,61
64,Ecuación Centro-Radio,notas,2,17,2018-06-24 12:30:33,6
891,Interés simple 2,ejercicio,6,125,2018-07-25 04:42:51,540
892,Depreciación lineal 1,ejercicio,7,125,2018-07-25 04:55:31,541
2,Funciones trigonométricas de números reales,notas,1,6,2018-06-20 21:05:52,5
52,Construcción animada de la gráfica del Seno.,video,3,4,2018-06-20 22:16:06,16
65,Ecuación General,notas,1,18,2018-06-24 17:02:08,22
42,Simplifica la expresión trigonométrica I,ejercicio,3,12,2018-06-29 10:25:48,20
66,Ley del Coseno,notas,1,16,2018-06-24 17:23:45,1
1152,Volumen de un prisma,notas,11,153,2018-08-01 05:46:54,351
19,¿Cómo verificar una identidad trigonométrica?,notas,6,12,2018-06-29 09:29:52,19
84,Ejemplo de una Identidad trigonométrcia I,video,7,12,2018-06-28 23:09:49,10
893,Depreciación lineal 2,ejercicio,8,125,2018-07-25 05:05:25,542
1154,Evalúa el volumen de un prisma,ejercicio,12,153,2018-08-01 05:47:29,735
894,Depreciación lineal 3,ejercicio,9,125,2018-07-25 05:11:35,543
895,Escalas de temperatura,ejercicio,10,125,2018-07-25 05:18:55,544
905,Solución,notas,2,127,2018-07-25 10:22:15,305
1244,Velocidad promedio,ejercicio,3,165,2018-12-13 17:16:20,796
1245,Test1,ejercicio,1,176,2018-12-13 17:39:28,797
38,Gráfica de Funciones Trigonométricas,notas,1,4,2018-06-20 22:03:12,2
78,La Parábola como Cónica,notas,1,19,2018-06-24 21:03:40,24
76,"2. Parábola con Vértice en (0,0)",ejercicio,7,19,2018-06-24 21:04:04,16
80,"1. Parábola con Vértice en (h,k)",ejercicio,9,19,2018-06-24 21:04:16,29
79,"2. Parábola dado un Punto, Vértice y Abertura",ejercicio,13,19,2018-06-24 21:04:10,24
81,2. Parábola dados Vértice y Directriz,ejercicio,16,19,2018-06-24 21:04:24,37
82,Aplicación: Antenas Parabólicas,ejercicio,20,19,2018-06-24 21:04:34,48
85,Ejemplo de una Identidad trigonométricas II,video,8,12,2018-06-28 23:12:05,15
86,Aprende un poco más de Identidades Trigonométrcias,video,9,12,2018-06-28 23:16:24,18
1259,Test,notas,1,180,2019-03-12 17:47:55,370
1260,Ejercicio 1,ejercicio,2,180,2019-03-12 17:48:45,809
1157,Posición inicial ,ejercicio,9,16,2018-08-01 08:47:11,726
4,Identifica a los naturales,ejercicio,2,3,2018-06-13 08:24:53,62
195,Identifica múltiplos de 11,ejercicio,9,24,2018-07-10 13:39:21,136
137,Logaritmos,notas,4,2,2018-07-03 10:03:42,42
125,Potencias,notas,1,2,2018-07-02 10:57:34,37
126,Evalúa potencia,ejercicio,2,2,2018-07-02 11:07:46,92
194,Divisibilidad por 11,notas,8,24,2018-07-10 13:25:30,59
196,Criba de Eratóstenes,video,11,24,2018-07-10 13:43:08,21
158,Determina el tiempo,ejercicio,8,20,2018-07-03 17:34:59,112
1158,Ángulos entre dos cometas,ejercicio,10,16,2018-08-01 09:15:39,727
107,Medida de un ángulo en grados,notas,3,11,2018-06-30 22:34:50,30
108,¿Cómo convertir un ángulo medido en grados a radianes y viceversa?,notas,5,11,2018-06-30 22:52:00,31
40,Convertir de grados a radianes y viceversa,video,6,11,2018-06-20 19:53:10,3
87,Convertir de grados a radianes,ejercicio,7,11,2018-06-28 18:35:47,66
88,Convertir de radianes a grados,ejercicio,8,11,2018-06-28 18:52:36,68
109,Introducción,notas,1,11,2018-07-01 12:34:15,32
100,Funciones trigonométricas de números reales,video,2,6,2018-06-28 22:02:32,5
103,Valor del Seno y Coseno,ejercicio,3,6,2018-06-28 22:04:31,65
101,Valor de Secante y Cotangente,ejercicio,4,6,2018-06-28 21:26:27,33
102,Valor de Tangente y Cosecante,ejercicio,5,6,2018-06-28 21:52:29,54
197,Identifica primos,notas,12,24,2018-07-10 13:48:08,60
113,Ecuación trigonométrica I,ejercicio,4,13,2018-07-01 18:06:35,84
112,Simplifica la expresión trigonométrica III,ejercicio,5,12,2018-07-01 17:42:12,83
115,Ecuación trigonométrica IV,ejercicio,7,13,2018-07-01 18:07:01,86
1159,Longitud de un lado II,ejercicio,2,152,2018-08-01 10:25:33,728
139,Evalúa logaritmos,ejercicio,5,2,2018-07-03 11:02:59,100
198,Verifica si es primo,ejercicio,13,24,2018-07-10 14:09:18,137
105,Operaciones con naturales,ejercicio,4,3,2018-06-30 04:25:02,81
104,Propiedad de cerradura,notas,3,3,2018-06-30 04:14:05,28
120,Propiedad conmutativa,notas,5,3,2018-07-02 04:36:58,34
121,Propiedad asociativa,notas,6,3,2018-07-02 04:42:13,35
122,Propiedad distributiva,notas,7,3,2018-07-02 04:53:12,36
123,Verifica propiedades,ejercicio,8,3,2018-07-02 05:03:00,90
824,Ejemplo del producto de binomios conjugados,video,8,118,2018-07-24 06:43:54,46
133,Ubica una Coordenada del Centro,ejercicio,9,18,2018-07-03 00:03:46,95
114,Ecuación trigonométrica II,ejercicio,5,13,2018-07-01 18:06:47,85
823,Binomios conjugados,ejercicio,9,118,2018-07-24 06:37:16,492
199,Descompsición en factores primos,notas,14,24,2018-07-10 19:51:18,61
181,Puntos en una recta,notas,1,21,2018-07-10 10:02:03,53
140,"1. Parábola con Vértice en (0,0)",ejercicio,6,19,2018-07-03 11:16:40,101
149,"2. Parábola con Vértice en (h,k)",ejercicio,10,19,2018-07-03 12:43:26,105
111,Identidad trigonométrica II,ejercicio,11,12,2018-07-01 17:28:33,82
613,Ecuación trigonométrica III,ejercicio,6,13,2018-07-18 19:37:09,353
160,Ejercicio de dinámica de población,ejercicio,15,20,2018-07-03 21:37:25,114
177,Evalúa término [sucesión aritmética],ejercicio,4,62,2018-07-09 15:46:01,126
838,Diferencia de cubos,notas,1,116,2018-07-24 11:10:45,291
136,Determina el exponente,ejercicio,3,2,2018-07-03 09:59:57,98
144,Sucesiones aritméticas,notas,1,20,2018-07-03 11:21:17,43
145,Identifica sucesiones aritméticas,ejercicio,2,20,2018-07-03 11:52:17,104
148,Término general,notas,3,20,2018-07-03 11:54:09,44
146,Evalúa término ,ejercicio,4,20,2018-07-03 11:52:31,106
147,Determina la expresión,ejercicio,5,20,2018-07-03 11:52:54,107
150,Sucesiones aritméticas y modelos,notas,6,20,2018-07-03 14:18:01,45
151,Ejercicio,ejercicio,7,20,2018-07-03 16:20:37,108
116,Ecuación trigonométrica V,ejercicio,8,13,2018-07-01 18:07:12,87
93,Ejemplo de Ecuación trigonométrica I,video,2,13,2018-06-28 23:13:25,2
152,Sucesiones geométricas,notas,9,20,2018-07-03 16:30:12,46
870,Gráfica de una función lineal,notas,3,123,2018-07-24 18:40:22,295
163,Determina el tiempo,ejercicio,16,20,2018-07-04 10:26:52,117
153,Identifica sucesiones geométricas,ejercicio,10,20,2018-07-03 16:35:11,109
154,Término general,notas,11,20,2018-07-03 16:45:16,47
155,Evalúa término,ejercicio,12,20,2018-07-03 17:01:16,110
156,Determina la expresión,ejercicio,13,20,2018-07-03 17:09:39,111
157,Modelado con sucesiones geométricas,notas,14,20,2018-07-03 17:20:57,48
877,Interpretación,notas,4,123,2018-07-24 20:02:45,299
878,Modelos lineales,notas,1,124,2018-07-25 02:15:09,300
523,Recta dado Punto de Corte,notas,13,10,2018-07-16 21:00:38,183
519,Recta dados Dos Puntos,notas,5,10,2018-07-16 21:00:27,179
134,Circunferencia dados Dos Puntos,ejercicio,11,18,2018-07-03 00:47:42,96
94,Ejemplo de Ecuación Trigonométrica II,video,3,13,2018-06-28 23:19:09,7
119,Ejemplos de Caso 1 (ALA o LAA),notas,4,15,2018-07-01 22:16:02,33
96,Introducción a la del Ley del Coseno,video,3,16,2018-06-28 23:24:46,19
131,Problemas de aplicación,notas,6,16,2018-07-02 18:04:42,40
132,Ejemplos (Caso 3: LAL y Caso 4: LLL),notas,2,16,2018-07-02 23:53:06,41
879,Interés simple,notas,2,124,2018-07-25 02:54:39,301
884,Poblema de temperatura,ejercicio,7,124,2018-07-25 03:48:09,533
885,Identifica funciones lineales,ejercicio,1,125,2018-07-25 04:10:07,534
164,Descripción,notas,2,21,2018-07-04 10:38:02,49
168,Enteros positivos y enteros negativos,notas,3,21,2018-07-04 17:18:43,50
169,Indentifica enteros,ejercicio,4,21,2018-07-04 17:21:04,120
172,Resta de enteros,notas,5,21,2018-07-05 10:39:45,51
173,Identifica enteros negativos,ejercicio,6,21,2018-07-05 10:59:13,122
175,¿La resta es equivalente a una suma?,notas,8,21,2018-07-05 12:19:37,52
182,Suma y resta de enteros,ejercicio,9,21,2018-07-10 11:18:33,130
174,Evalúa la diferencia,ejercicio,7,21,2018-07-05 12:15:39,123
245,Ecuación lineal,notas,1,60,2018-07-11 19:25:23,77
208,Definición,notas,1,56,2018-07-11 04:41:12,64
209,Identifica racionales,ejercicio,2,56,2018-07-11 04:59:21,141
211,Fracciones equivalentes,notas,3,56,2018-07-11 05:11:37,66
210,Suma y resta de racionales,notas,7,56,2018-07-11 05:05:12,65
215,Simplifica fracciones,ejercicio,6,56,2018-07-11 11:34:06,143
246,Solución de ecuaciones lineales,video,2,60,2018-07-11 19:31:23,27
216,Suma fracciones,ejercicio,9,56,2018-07-11 11:37:58,144
217,Resta fracciones,ejercicio,10,56,2018-07-11 11:45:18,145
219,Multiplica fracciones,ejercicio,12,56,2018-07-11 11:55:53,146
218,Multiplicación de fracciones,notas,11,56,2018-07-11 11:49:54,68
220,División de fracciones,notas,13,56,2018-07-11 12:01:07,69
221,División de fracciones,video,14,56,2018-07-11 12:04:51,26
222,Divide fracciones,ejercicio,15,56,2018-07-11 12:07:58,147
223,Propiedades,notas,16,56,2018-07-11 12:12:55,70
224,Inverso aditivo,ejercicio,17,56,2018-07-11 12:34:48,148
183,Divisibilidad,notas,1,24,2018-07-10 11:41:28,54
225,inverso multiplicativo,ejercicio,18,56,2018-07-11 12:38:14,149
185,Divisibilidad por 2,notas,2,24,2018-07-10 11:54:16,56
226,Jerarquía de operaciones,notas,19,56,2018-07-11 13:08:09,71
227,Aplica jerarquía de operaciones,ejercicio,20,56,2018-07-11 13:23:10,150
190,Identifica múltiplos de 2,ejercicio,3,24,2018-07-10 12:55:30,133
187,Divisibilidad por 3,notas,4,24,2018-07-10 12:42:05,57
191,Identifica múltiplos de 3,ejercicio,5,24,2018-07-10 12:56:08,134
184,Primos,notas,10,24,2018-07-10 11:53:37,55
200,Descomposición en factores primos,video,15,24,2018-07-10 20:08:21,22
201,Factoriza un número compuesto,ejercicio,16,24,2018-07-10 20:15:52,138
202,Máximo común divisor,notas,17,24,2018-07-10 20:17:49,62
248,Resuelve una ecuación lineal,ejercicio,3,60,2018-07-11 19:38:21,163
1403,2,ejercicio,2,190,2019-11-04 13:06:43,<NULL>
203,Máximo común divisor,video,18,24,2018-07-10 20:26:10,23
204,Evalúa el MCD,ejercicio,19,24,2018-07-10 20:30:17,139
205,Mínimo común múltiplo,notas,20,24,2018-07-10 20:34:09,63
206,Mínimo común múltiplo,video,21,24,2018-07-10 20:39:16,24
207,Evalúa el mcm,ejercicio,22,24,2018-07-10 20:41:35,140
249,Multiplicación y regla de signos,notas,10,21,2018-07-12 11:27:10,78
250,Multiplica enteros,ejercicio,11,21,2018-07-12 12:15:22,164
228,Reglas de exponentes,notas,1,59,2018-07-11 13:35:02,72
230,Multiplica potencias,ejercicio,2,59,2018-07-11 13:59:16,152
251,Definición,notas,1,67,2018-07-12 12:25:51,79
231,Divide potencias,ejercicio,3,59,2018-07-11 14:18:02,153
232,Simplifica potencias,ejercicio,4,59,2018-07-11 14:53:51,154
233,Radicales,notas,5,59,2018-07-11 15:13:33,73
242,Evalúa término de una sucesión aritmética,ejercicio,2,66,2018-07-11 18:25:47,160
244,Velocidad,ejercicio,3,66,2018-07-11 18:45:50,162
252,Evalúa porcentaje,ejercicio,3,67,2018-07-12 13:09:11,165
253,Porcentajes,video,2,67,2018-07-12 13:23:12,28
254,Sucesiones geométricas [continuación],notas,4,67,2018-07-12 13:25:22,80
255,Ejercicio sucesiones geométricas,ejercicio,5,67,2018-07-12 13:49:56,166
256,Razones,notas,6,67,2018-07-13 14:00:14,81
257,Identifica la razón,ejercicio,7,67,2018-07-13 14:25:13,167
258,Proporciones,notas,8,67,2018-07-13 14:38:18,82
259,Plantea una proporción,ejercicio,9,67,2018-07-14 03:30:33,168
275,Operaciones con números naturales,notas,8,68,2018-07-14 11:26:06,90
271,Identifica números naturales,ejercicio,1,62,2018-07-14 10:58:04,174
263,Identifica el índice [sucesión aritmética],ejercicio,6,62,2018-07-14 05:21:51,172
276,Identifica números enteros,ejercicio,1,63,2018-07-14 11:41:42,177
277,Identifica múltiplos de 3,ejercicio,4,63,2018-07-14 11:44:10,178
278,Identifica múltiplos de 7,ejercicio,5,63,2018-07-14 11:44:46,179
274,Resuelve ecuación lineal,notas,1,68,2018-07-14 11:21:52,89
267,Fórmula [sucesión aritmética],notas,3,68,2018-07-14 10:14:07,85
265,Calcula término [sucesión aritmética],notas,2,68,2018-07-14 05:44:34,83
268,Determina el índice del término [sucesión aritmética],notas,4,68,2018-07-14 10:23:41,86
266,Calcula término [sucesión geométrica],notas,5,68,2018-07-14 05:50:34,84
279,Identifica múltiplos de 11,ejercicio,6,63,2018-07-14 11:45:36,180
280,Identifica números primos,ejercicio,7,63,2018-07-14 11:47:35,181
281,Encuentra el siguiente primo,ejercicio,8,63,2018-07-14 11:51:08,182
269,Fórmula [sucesión geométrica],notas,6,68,2018-07-14 10:40:37,87
270,Determina el índice del término [sucesión geométrica],notas,7,68,2018-07-14 10:49:40,88
282,Descomposición en factores primos,ejercicio,9,63,2018-07-14 11:55:20,183
283,Máximo común divisor,ejercicio,10,63,2018-07-14 11:56:47,184
514,Razón dado un Punto,notas,6,9,2018-07-16 15:19:45,174
516,Ubica el Poste de Luz,notas,9,9,2018-07-16 15:19:50,175
520,Evalúa Puntos,notas,7,10,2018-07-16 21:00:30,180
513,Punto dada una Razón,notas,4,9,2018-07-16 15:19:41,173
521,Área de un Lote,notas,9,10,2018-07-16 21:00:32,181
665,Desarrolla binomio a la cuarta potencia,ejercicio,14,95,2018-07-19 11:30:46,387
668,Multiplica polinomios,ejercicio,2,100,2018-07-19 11:48:43,389
673,Monomio por polinomio 2,ejercicio,2,96,2018-07-19 12:27:59,392
756,Ejemplo 1,notas,2,108,2018-07-23 12:27:12,274
307,Ecuación lineal 4,ejercicio,9,64,2018-07-14 16:40:53,201
308,Ecuación lineal 5,ejercicio,10,64,2018-07-14 16:42:07,202
287,Operaciones con números naturales,ejercicio,2,62,2018-07-14 12:08:19,188
273,Determina el exponente,ejercicio,3,62,2018-07-14 11:15:35,176
179,Fórmula [sucesión aritmética],ejercicio,5,62,2018-07-09 15:50:56,128
178,Evalúa término [sucesión geométrica],ejercicio,7,62,2018-07-09 15:48:00,127
180,Fórmula [sucesión geométrica],ejercicio,8,62,2018-07-09 15:52:06,129
264,Identifica el índice [sucesión geométrica],ejercicio,9,62,2018-07-14 05:28:24,173
261,Modelo 1,ejercicio,10,62,2018-07-14 04:51:40,170
262,Modelo 2,ejercicio,11,62,2018-07-14 04:56:39,171
309,Ecuación lineal 6,ejercicio,11,64,2018-07-14 16:42:52,203
311,Ecuación lineal 7,ejercicio,12,64,2018-07-14 16:43:41,204
312,Porcentaje,ejercicio,13,64,2018-07-14 16:45:40,205
313,Proporción,ejercicio,14,64,2018-07-14 16:58:12,206
314,Operaciones con fracciones,notas,1,70,2018-07-14 17:21:55,98
286,Operaciones con números enteros,ejercicio,2,63,2018-07-14 12:05:43,187
288,Solución de ecuación lineal,ejercicio,3,63,2018-07-14 12:30:03,189
284,Mínimo común múltiplo,ejercicio,11,63,2018-07-14 11:57:53,185
290,Sucesión aritmética 1,ejercicio,12,63,2018-07-14 12:49:24,191
289,Sucesión aritmética 2,ejercicio,13,63,2018-07-14 12:32:54,190
291,Máximo índice,ejercicio,14,63,2018-07-14 13:01:53,192
315,Simplifica fracción,notas,5,70,2018-07-14 17:34:56,99
316,Ecuación lineal 1,notas,6,70,2018-07-14 17:39:31,100
293,Múltiplos de 3,notas,1,69,2018-07-14 13:30:07,92
294,Múltiplos de 7,notas,2,69,2018-07-14 13:34:26,93
295,Múltiplos de 11,notas,3,69,2018-07-14 13:56:30,94
292,Decomposición en factores primos,notas,4,69,2018-07-14 13:04:37,91
296,¿Es primo?,notas,5,69,2018-07-14 14:01:35,95
297,Máximo común divisor,notas,6,69,2018-07-14 14:10:06,96
298,Mínimo común múltiplo,notas,7,69,2018-07-14 14:14:45,97
1156,Distancia entre dos autos,ejercicio,8,16,2018-08-01 08:13:58,725
299,Identifica los números racionales,ejercicio,1,64,2018-07-14 16:07:18,193
300,Simplifica fracciones,ejercicio,2,64,2018-07-14 16:12:25,194
301,Operaciones con racionales 1,ejercicio,3,64,2018-07-14 16:17:49,195
302,Operaciones con racionales 2,ejercicio,4,64,2018-07-14 16:19:42,196
303,Simplifica radical,ejercicio,5,64,2018-07-14 16:24:02,197
304,Ecuación lineal 1,ejercicio,6,64,2018-07-14 16:27:11,198
305,Ecuación lineal 2,ejercicio,7,64,2018-07-14 16:28:35,199
306,Ecuación lineal 3,ejercicio,8,64,2018-07-14 16:39:16,200
318,Definición,notas,9,71,2018-06-13 08:17:13,102
319,Identifica a los naturales,ejercicio,10,71,2018-06-13 08:24:53,207
320,Propiedad de cerradura,notas,11,71,2018-06-30 04:14:05,103
321,Operaciones con naturales,ejercicio,12,71,2018-06-30 04:25:02,208
322,Propiedad conmutativa,notas,13,71,2018-07-02 04:36:58,104
323,Propiedad asociativa,notas,14,71,2018-07-02 04:42:13,105
324,Propiedad distributiva,notas,15,71,2018-07-02 04:53:12,106
325,Verifica propiedades,ejercicio,16,71,2018-07-02 05:03:00,209
